topic,unit_slug,faculty,url,title,wordCount,classification
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/employability-in-engineering-and-information-technology,Employability in Engineering and Information Technology,1281,mixed
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/employability-in-engineering-and-information-technology,Employability in Engineering and Information Technology,1281,mixed
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/employability-in-engineering-and-information-technology,Employability in Engineering and Information Technology,1281,mixed
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/domestic-internship-opportunities,Domestic Internships,335,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/domestic-internship-opportunities,Domestic Internships,335,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/domestic-internship-opportunities,Domestic Internships,335,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle,Engineering Practice Hurdle,516,unique
exams-results,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle,Engineering Practice Hurdle,516,unique
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle,Engineering Practice Hurdle,516,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle,Engineering Practice Hurdle,516,unique
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced-international,International internships,4609,mixed
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced-international,International internships,4609,mixed
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced-international,International internships,4609,mixed
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced-international,International internships,4609,mixed
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-no-credit,Not-for-Credit Internships,694,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-no-credit,Not-for-Credit Internships,694,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-no-credit,Not-for-Credit Internships,694,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/well-being-series/clubs,Student Clubs and Societies,473,redirect
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/well-being-series/clubs,Student Clubs and Societies,473,redirect
wellbeing-health,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/well-being-series/clubs,Student Clubs and Societies,473,redirect
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/well-being-series/clubs,Student Clubs and Societies,473,redirect
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation,Before Orientation,535,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation,Before Orientation,535,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation,After Orientation,312,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation,After Orientation,312,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-geomatics-society-mugs,Melbourne University Geomatics Society (MUGS),493,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-geomatics-society-mugs,Melbourne University Geomatics Society (MUGS),493,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-geomatics-society-mugs,Melbourne University Geomatics Society (MUGS),493,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/drone-aviation-and-racing-engineering-society,Drone Aviation and Racing Engineering Society,401,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/drone-aviation-and-racing-engineering-society,Drone Aviation and Racing Engineering Society,401,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/drone-aviation-and-racing-engineering-society,Drone Aviation and Racing Engineering Society,401,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/salp,Student Ambassador Leadership Program,726,unique
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/salp,Student Ambassador Leadership Program,726,unique
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/salp,Student Ambassador Leadership Program,726,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/salp,Student Ambassador Leadership Program,726,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/feit-hackathon-festival,FEIT Hackathon Festival,2177,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/feit-hackathon-festival,FEIT Hackathon Festival,2177,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/feit-hackathon-festival,FEIT Hackathon Festival,2177,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/all-industry-events,Industry Events,424,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/all-industry-events,Industry Events,424,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/all-industry-events,Industry Events,424,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-civil-and-structural-society,Melbourne University Civil and Structural Society,412,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-civil-and-structural-society,Melbourne University Civil and Structural Society,412,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-civil-and-structural-society,Melbourne University Civil and Structural Society,412,unique
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/peer-connect-program,Peer Connect Program,1614,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/peer-connect-program,Peer Connect Program,1614,unique
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/peer-connect-program,Peer Connect Program,1614,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/peer-connect-program,Peer Connect Program,1614,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/mechanical-engineering-student-society-mess,Mechanical Engineering Student Society,397,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/mechanical-engineering-student-society-mess,Mechanical Engineering Student Society,397,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/mechanical-engineering-student-society-mess,Mechanical Engineering Student Society,397,unique
inclusion-equity,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition,Diversity & Inclusion Case Competition,546,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition,Diversity & Inclusion Case Competition,546,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition,Diversity & Inclusion Case Competition,546,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition,Diversity & Inclusion Case Competition,546,unique
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,unique
subjects-timetable,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,unique
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research,International Research Opportunities,789,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research,International Research Opportunities,789,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research,International Research Opportunities,789,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research,International Research Opportunities,789,unique
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange,Study abroad and exchange,543,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange,Study abroad and exchange,543,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange,Study abroad and exchange,543,unique
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/global-challenges-in-engineering-jakarta,Global Challenges in Engineering – Jakarta,1990,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/global-challenges-in-engineering-jakarta,Global Challenges in Engineering – Jakarta,1990,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/global-challenges-in-engineering-jakarta,Global Challenges in Engineering – Jakarta,1990,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/round-two,Round 3 Scholarships,460,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/round-two,Round 3 Scholarships,460,unique
